-82.635186,30.181807,Lake City VA Medical Center - 619 S Marion Aver; Lake City,FL 32025>386-755-3016
-81.4493,30.65374,Baptist Medical Center Nassau - 1250 S 18th St; Fernandina Beach,FL 32034>904-321-3500
-82.32743,30.02358,Lake Butler Hospital - 850 E Main S; Lake Butler,FL 32054>386-496-2323
-82.356426,29.98854,Reception and Medical Center - 7765 CR 231; Lake Butler,FL 32054>386-496-6000
-82.6327,30.19346,Shands Lake Shore Regional Medical Center - 368 NE Franklin St; Lake City,FL 32055>386-292-8000
-82.68781815,30.18337957,HCA Florida Lake City Hospital - 340 NW Commerce Dr; Lake City,FL 32055>386-719-9000
-82.6863,30.18398,Lake City Medical Center - 340 NW Commerce Dr; Lake City,FL 32055>386-719-9000
-83.05251,30.27709,Shands Live Oak Regional Medical Center - 1100 11th St SW; Live Oak,FL 32060>904-362-1413
-82.11937,30.28501,Ed Fraser Memorial Hospital - 159 N 3rd St; Macclenny,FL 32063>904-259-3151
-81.86707067,30.06723474,HCA Florida Middleburg Emergency - 2560 Blanding Blvd; Middleburg,FL 32068>904-276-8600
-81.832241,30.108914,Ascension Saint Vincent's Clay County Hospital - 1670 Saint Vincent's Way; Middleburg,FL 32068>904-602-1000
-81.73794,30.16478,HCA Florida Orange Park Hospital - 2001 Kingsley Ave; Orange Park,FL 32073>904-639-8500
-81.32005,29.8626,Flagler Hospital - 400 Health Park Blvd; Saint Augustine,FL 32086>904-819-4426
-82.10298,29.94225,Shands Starke Regional Med Center - 922 E Call St; Starke,FL 32091>904-368-2300
-81.05473,29.19937,Halifax Health Medical Center - 303 N Clyde Morris Blvd; Daytona Beach,FL 32114>386-254-4000
-81.10921,29.24266,AdventHealth Daytona Beach - 301 Memorial Medical Pkwy; Daytona Beach,FL 32117>386-231-6000
-81.008509,29.126211,Halifax Health Medical Center of Port Orange - 1041 Dunlawton Ave; Port Orange,FL 32127>386-425-4700
-81.958511,28.949967,UF Health The Villages Hospital - 1451 El Camino Real; The Villages,FL 32159>352-751-8000
-82.02388943,28.84108409,"UF Health The Villages Hospital Freestanding ER - 3800 Meggison Rd, The Villages",FL 32163>352-643-7555
-81.18971,29.47734,AdventHealth Palm Coast - 60 Memorial Medical Pkwy; Palm Coast,FL 32164>386-586-2000
-80.92285,29.02107,AdventHealth New Smyrna Beach - 401 Palmetto St; New Smyrna Beach,FL 32168>386-424-5000
-81.69349,29.64257,HCA Florida Putnam Hospital - 611 Zeagler Dr; Palatka,FL 32177>386-328-5711
-81.69007663,30.30694429,Ascension St Vincent's Riverside - 1 Shircliff Way; Jacksonville,FL 32204>904-308-7300
-81.6891,30.30789,Ascension Saint Vincent's Riverside Hospital - 1 Shircliff Way; Jacksonville,FL 32204>904-308-7300
-81.74815417,30.30796144,"HCA Florida Normandy Park Emergency - 5773 Normandy Blvd, Jacksonville",FL 32205>904-378-7300
-81.75221589,30.30971821,UF Health Emergency & Urgent Care Center - 888 Lane Ave S; Jacksonville,FL 32205>904-427-7252
-81.39978,30.2745,Baptist Medical Center Jacksonville - 800 Prudential Dr; Jacksonville,FL 32207>904-202-2000
